82.000000	1.073923	1.422222
84.000000	1.422222	1.700862
85.000000	1.700862	1.973696
81.000000	1.973696	2.234921
82.000000	2.234921	3.337868
65.000000	3.337868	3.866122
65.000000	3.866122	4.388571
65.000000	4.388571	4.986485
66.000000	4.986485	5.642449
75.000000	5.642449	8.028299
58.000000	8.028299	8.411428
60.000000	8.411428	9.003537
70.000000	9.003537	10.733424
63.000000	10.733424	11.029478
69.000000	11.029478	11.888617
76.000000	11.888617	12.741950
72.000000	12.741950	15.801179
70.000000	15.801179	16.416508
82.000000	16.416508	16.985397
70.000000	16.985397	17.618141
80.000000	17.618141	19.406076
73.000000	19.406076	20.003990
70.000000	20.003990	20.288435
72.000000	20.288435	21.327528
77.000000	21.327528	23.156099
75.000000	23.156099	23.881723
58.000000	23.881723	24.247438
75.000000	24.247438	26.134060
54.000000	26.134060	26.760998
75.000000	26.760998	31.695238
82.000000	31.695238	32.217686
84.000000	32.217686	32.531155
85.000000	32.531155	32.833015
81.000000	32.833015	34.249432
65.000000	34.249432	34.742859
58.000000	34.742859	35.236282
58.000000	35.236282	35.828388
66.000000	35.828388	36.437912
76.000000	36.437912	39.369434
60.000000	39.369434	40.402721
81.000000	40.402721	41.145760
77.000000	41.145760	41.575329
101.000000	41.575329	41.853970
100.000000	41.853970	42.057144
99.000000	42.057144	42.248707
97.000000	42.248707	42.405441
97.000000	42.405441	42.573788
66.000000	42.573788	42.742130
71.000000	42.742130	42.904671
89.000000	42.904671	43.276192
87.000000	43.276192	46.294785
58.000000	46.294785	46.962357
70.000000	46.962357	47.548660
70.000000	47.548660	48.042088
70.000000	48.042088	48.558731
70.000000	48.558731	49.708118
55.000000	49.708118	50.300228
75.000000	50.300228	50.799458
75.000000	50.799458	51.147755
75.000000	51.147755	51.925625
77.000000	51.925625	53.237553
64.000000	53.237553	54.288254
64.000000	54.288254	54.590115
77.000000	54.590115	54.874557
51.000000	54.874557	55.124172
69.000000	55.124172	55.338959
82.000000	55.338959	55.553741
84.000000	55.553741	55.803356
85.000000	55.803356	57.109478
58.000000	57.109478	57.399727
78.000000	57.399727	57.620319
58.000000	57.620319	57.858322
73.000000	57.858322	59.054150
72.000000	59.054150	59.681087
