48.000000	0.597914	3.413333
60.000000	3.413333	3.668753
62.000000	3.668753	4.405986
63.000000	4.405986	6.890522
62.000000	6.890522	8.771338
44.000000	8.771338	9.003537
56.000000	9.003537	11.697052
65.000000	11.697052	12.794195
68.000000	12.794195	17.200182
51.000000	17.200182	17.502041
51.000000	17.502041	20.091066
65.000000	20.091066	21.037279
75.000000	21.037279	21.402992
75.000000	21.402992	24.247438
65.000000	24.247438	25.245895
63.000000	25.245895	25.669661
63.000000	25.669661	29.146849
64.000000	29.146849	30.377506
65.000000	30.377506	31.689434
80.000000	31.689434	32.925896
46.000000	32.925896	36.548210
63.000000	36.548210	38.690250
63.000000	38.690250	38.945667
65.000000	38.945667	39.851246
67.000000	39.851246	40.176327
67.000000	40.176327	41.639183
65.000000	41.639183	42.219681
65.000000	42.219681	42.544762
65.000000	42.544762	42.776962
65.000000	42.776962	43.380680
65.000000	43.380680	43.769615
65.000000	43.769615	43.984398
53.000000	43.984398	44.599728
48.000000	44.599728	46.509567
65.000000	46.509567	48.814148
65.000000	48.814148	50.091248
68.000000	50.091248	50.451157
68.000000	50.451157	52.360996
55.000000	52.360996	52.784763
55.000000	52.784763	53.011158
45.000000	53.011158	54.056053
45.000000	54.056053	54.236008
46.000000	54.236008	54.915192
71.000000	54.915192	55.234467
51.000000	55.234467	55.507301
62.000000	55.507301	56.772789
69.000000	56.772789	58.938049
69.000000	58.938049	59.187664
83.000000	59.187664	60.087437
73.000000	60.087437	63.721359
71.000000	63.721359	64.493423
72.000000	64.493423	64.789482
73.000000	64.789482	65.462860
56.000000	65.462860	65.956284
67.000000	65.956284	66.467117
56.000000	66.467117	66.966347
53.000000	66.966347	67.488800
53.000000	67.488800	67.999634
74.000000	67.999634	68.516281
53.000000	68.516281	68.777504
63.000000	68.777504	69.044533
76.000000	69.044533	69.578590
53.000000	69.578590	70.101044
77.000000	70.101044	70.658325
53.000000	70.658325	71.215599
53.000000	71.215599	71.796097
53.000000	71.796097	72.457870
77.000000	72.457870	73.148659
53.000000	73.148659	73.880089
77.000000	73.880089	75.360359
87.000000	75.360359	75.488075
86.000000	75.488075	75.760910
88.000000	75.760910	75.894424
86.000000	75.894424	76.782585
83.000000	76.782585	77.351471
83.000000	77.351471	78.007439
71.000000	78.007439	83.237732
84.000000	83.237732	84.741226
83.000000	84.741226	84.973427
84.000000	84.973427	85.089523
86.000000	85.089523	85.606171
81.000000	85.606171	86.325989
80.000000	86.325989	87.010979
80.000000	87.010979	87.719185
80.000000	87.719185	88.468025
67.000000	88.468025	89.240089
87.000000	89.240089	90.215332
86.000000	90.215332	92.461861
68.000000	92.461861	95.921631
50.000000	95.921631	96.148026
60.000000	96.148026	96.362808
64.000000	96.362808	96.815598
58.000000	96.815598	97.012970
58.000000	97.012970	97.221947
78.000000	97.221947	97.430931
79.000000	97.430931	97.610886
83.000000	97.610886	97.819862
60.000000	97.819862	98.261040
78.000000	98.261040	98.679001
75.000000	98.679001	102.086533
65.000000	102.086533	102.289703
64.000000	102.289703	102.498688
68.000000	102.498688	102.713470
62.000000	102.713470	102.916641
63.000000	102.916641	103.137230
64.000000	103.137230	103.758369
58.000000	103.758369	103.961540
67.000000	103.961540	104.170525
79.000000	104.170525	104.565262
60.000000	104.565262	105.000633
78.000000	105.000633	105.424400
56.000000	105.424400	105.836555
46.000000	105.836555	108.001816
43.000000	108.001816	108.448799
67.000000	108.448799	109.122177
63.000000	109.122177	109.319550
67.000000	109.319550	111.362900
55.000000	111.362900	111.815689
67.000000	111.815689	112.454239
63.000000	112.454239	112.657417
67.000000	112.657417	114.840088
66.000000	114.840088	115.258049
53.000000	115.258049	116.093971
66.000000	116.093971	116.308754
55.000000	116.308754	117.127258
63.000000	117.127258	118.799095
80.000000	118.799095	119.008072
66.000000	119.008072	119.205444
61.000000	119.205444	119.420227
61.000000	119.420227	119.600182
56.000000	119.600182	120.401268
66.000000	120.401268	121.260406
62.000000	121.260406	121.515831
57.000000	121.515831	121.910568
62.000000	121.910568	122.119545
63.000000	122.119545	122.340134
68.000000	122.340134	122.543312
58.000000	122.543312	122.746483
69.000000	122.746483	122.932243
62.000000	122.932243	123.344398
62.000000	123.344398	123.768166
63.000000	123.768166	124.191925
56.000000	124.191925	124.609886
70.000000	124.609886	125.045258
51.000000	125.045258	128.743042
51.000000	128.743042	129.904037
77.000000	129.904037	130.159454
78.000000	130.159454	130.850250
63.000000	130.850250	131.105667
78.000000	131.105667	131.796463
63.000000	131.796463	132.266663
46.000000	132.266663	132.707840
54.000000	132.707840	132.922638
56.000000	132.922638	133.137421
58.000000	133.137421	133.381226
68.000000	133.381226	133.601807
66.000000	133.601807	133.822403
66.000000	133.822403	134.042999
77.000000	134.042999	134.269394
77.000000	134.269394	134.373871
65.000000	134.373871	134.472565
76.000000	134.472565	134.698959
63.000000	134.698959	135.145935
72.000000	135.145935	135.569702
75.000000	135.569702	137.189301
65.000000	137.189301	137.433105
66.000000	137.433105	138.089066
63.000000	138.089066	138.332886
59.000000	138.332886	139.006256
63.000000	139.006256	139.691254
51.000000	139.691254	139.911835
53.000000	139.911835	140.620041
66.000000	140.620041	140.852249
65.000000	140.852249	141.061218
77.000000	141.061218	141.159912
77.000000	141.159912	141.490799
75.000000	141.490799	141.705582
74.000000	141.705582	142.152557
72.000000	142.152557	142.390564
70.000000	142.390564	142.611160
72.000000	142.611160	143.046524
44.000000	143.046524	143.261322
37.000000	143.261322	143.481903
51.000000	143.481903	143.719910
44.000000	143.719910	144.172699
73.000000	144.172699	144.375870
75.000000	144.375870	144.660324
77.000000	144.660324	145.298859
54.000000	145.298859	145.577499
65.000000	145.577499	146.866211
51.000000	146.866211	147.080994
53.000000	147.080994	147.330612
44.000000	147.330612	147.795013
66.000000	147.795013	148.033020
65.000000	148.033020	148.236191
65.000000	148.236191	149.141769
61.000000	149.141769	149.344940
44.000000	149.344940	149.577148
70.000000	149.577148	150.273743
68.000000	150.273743	150.738144
56.000000	150.738144	151.446350
68.000000	151.446350	151.678543
66.000000	151.678543	151.910751
66.000000	151.910751	152.340317
77.000000	152.340317	152.444809
77.000000	152.444809	152.560913
76.000000	152.560913	153.216873
72.000000	153.216873	153.640640
63.000000	153.640640	153.867035
51.000000	153.867035	154.540405
48.000000	154.540405	154.778412
72.000000	154.778412	155.022217
70.000000	155.022217	155.283447
68.000000	155.283447	156.206436
77.000000	156.206436	156.409607
77.000000	156.409607	156.647614
76.000000	156.647614	157.141037
76.000000	157.141037	157.622864
77.000000	157.622864	157.820221
77.000000	157.820221	158.331070
77.000000	158.331070	159.172791
77.000000	159.172791	159.288895
78.000000	159.288895	159.701050
77.000000	159.701050	160.142227
74.000000	160.142227	160.380234
72.000000	160.380234	160.624039
72.000000	160.624039	161.094238
72.000000	161.094238	167.201096
64.000000	167.201096	167.630661
65.000000	167.630661	169.714645
51.000000	169.714645	170.121002
66.000000	170.121002	170.544769
74.000000	170.544769	171.769608
44.000000	171.769608	172.628754
46.000000	172.628754	173.917465
63.000000	173.917465	175.693787
63.000000	175.693787	176.965073
63.000000	176.965073	177.377228
64.000000	177.377228	177.800995
77.000000	177.800995	178.218964
60.000000	178.218964	178.636917
68.000000	178.636917	179.031662
69.000000	179.031662	179.455414
70.000000	179.455414	179.867569
65.000000	179.867569	180.291336
85.000000	180.291336	180.680267
62.000000	180.680267	181.098236
75.000000	181.098236	181.504578
57.000000	181.504578	181.934143
45.000000	181.934143	182.665573
