73      0.632744
62	1.967891
52	0.650159
45	0.185759
59	1.335148
62	0.510839
69	0.864943
69	0.499229
70	0.870748
71	0.516645
54	0.928797
52	1.480273
71	0.679183
57	0.690794
50	1.573152
64	0.452788
52	2.269751
62	0.493423
68	0.928799
52	1.399002
74	3.587485
45	0.673378
62	1.538322
75	0.040634
64	0.446985
52	0.870747
59	1.375784
62	0.481813
68	0.835919
69	1.375782
52	2.861858
71	0.679184
45	0.655964
60	1.549934
63	0.481812
71	0.650158
57	0.68499
73	0.87075
62	0.505032
69	0.859138
52	1.381588
74	1.399002
44	2.101406
57	0.493424
61	0.179954
54	0.59211
45	0.795284
50	0.557278
81	0.52245
61	1.41061
64	0.441181
64	0.853333
69	0.446983
64	0.417961
74	0.429569
71	0.429569
57	0.888161
68	0.54567
71	2.420681
62	1.532516
75	0.49923
52	2.159454
62	0.516647
69	0.853333
52	1.358368
74	1.38739
71	0.539863
70	1.590569
73	0.893967
74	0.528251
64	0.975243
66	0.417961
81	3.32045
57	0.632744
78	0.650161
45	0.806893
66	0.580498
69	0.441177
62	0.626938
66	0.82431
64	0.412155
57	0.835915
69	0.412155
64	0.818504
71	0.40635
57	0.847526
68	0.539864
45	2.374244
73	1.526711
63	0.458595
71	2.153649
62	0.493423
69	0.859139
71	1.375785
74	1.428025
70	0.539863
70	1.573151
73	0.89978
74	0.551468
57	0.975243
66	0.406349
81	1.213241
45	2.472924
72	1.201637
75	0.412147
63	0.179955
64	0.185761
78	0.574699
52	0.383125
71	0.377327
71	0.801087
62	0.191566
75	0.185761
74	0.208976
74	0.191567
50	0.214782
65	0.371521
68	0.197365
69	0.795288
71	0.208977
70	1.172608
42	1.567352
54	0.60952
57	0.174148
73	0.417961
75	0.783677
57	0.371513
52	0.383133
52	0.383125
45	0.963631
46	0.191566
52	0.174149
52	0.191566
69	0.371514
68	0.191566
54	0.185761
59	1.137779
73	0.394737
45	0.383133
45	0.191559
52	0.191566
52	0.197373
52	0.208977
50	1.224853
71	0.423767
45	1.34095
64	0.179955
78	0.197372
77	0.214783
76	0.179954
52	0.59211
70	0.191567
71	0.783668
62	0.179955
75	0.18576
75	0.626938
65	0.957825
71	0.191566
45	0.185761
71	0.18576
70	0.191559
71	0.969429
42	1.561554
54	0.777863
74	0.394744
75	0.783677
57	0.174148
57	0.203171
52	0.191559
52	0.191574
52	0.383118
45	0.383132
70	0.789475
52	0.15094
71	0.208969
69	0.388947
68	0.359909
59	0.18576
70	0.574692
45	0.197357
57	0.174164
73	0.406341
45	0.383133
70	0.383133
52	0.417954
69	1.271286
75	0.446991
45	0.156738
57	0.191559
75	0.388931
76	0.406357
50	0.179947
50	0.365723
78	0.377319
69	0.981048
75	0.406342
45	0.174149
57	0.197372
64	0.18576
75	0.226395
57	0.568894
76	0.191558
57	0.185761
57	0.197372
76	0.203171
62	0.388931
64	0.197373
64	0.191559
76	0.220596
64	0.592102
76	2.589035
72	0.238007
45	1.352554
63	0.191574
66	0.400543
76	0.185761
52	0.609512
70	0.777878
62	0.197372
62	0.191559
75	0.580506
69	0.20317
66	0.185761
69	0.981033
45	0.412155
74	0.818512
45	0.406342
55	0.847534
52	0.917191
45	0.394729
45	0.412155
55	0.417969
45	0.412155
57	0.388932
50	0.325073
69	0.220596
69	1.265488
69	1.428024
75	0.446976
57	0.365722
75	0.400544
76	0.429565
50	0.568893
78	0.388932
69	0.400543
80	0.203171
49	0.394745
75	0.597915
57	0.203171
76	0.174149
76	0.795288
57	0.197372
76	0.406342
64	0.406356
56	0.191559
75	0.208985
76	0.191559
76	0.626937
70	0.197373
57	0.208984
45	1.480271
70	1.062316
45	1.20163
64	0.197373
64	0.208969
78	1.428039
71	0.835907
62	0.203186
75	0.179947
74	0.847534
69	1.03328
45	0.406357
50	0.812698
45	0.39473
55	0.435379
71	1.491882
45	0.847534
62	0.859131
57	0.429565
50	0.336701
50	0.267029
50	0.650146
45	0.226395
71	0.534073
45	2.768966
45	0.824311
62	0.650161
63	0.667572
66	0.841721
44	1.683456
45	0.284439
71	0.551468
68	0.278641
64	0.127716
69	0.313477
69	0.545654
44	0.272842
64	0.156739
44	1.120361
64	0.145126
52	1.288697
52	0.458603
45	0.452789
45	0.435379
62	0.406341
57	0.441178
57	0.26123
64	0.162537
66	0.435379
59	0.435364
52	0.290252
64	0.441178
64	0.139328
62	0.290237
52	0.15094
52	0.743042
72	0.127701
69	0.429565
68	0.290253
45	0.121903
71	0.417968
45	0.441178
45	0.423767
55	0.417953
40	0.446991
